9825,Arsenal
8191,Burnley
8197,Leicester City
8650,Liverpool
10260,Manchester United
10261,Newcastle United
10172,Queens Park Rangers
10194,Stoke City
8659,West Bromwich Albion
8654,West Ham United
10252,Aston Villa
8455,Chelsea
9826,Crystal Palace
8668,Everton
8667,Hull City
8456,Manchester City
8466,Southampton
8472,Sunderland
10003,Swansea City
8586,Tottenham Hotspur
8678,Bournemouth
9850,Norwich City
9817,Watford
